source_path,file_type,file_size_mb,detected_content,suggested_section,priority,destination_path,latex_label,caption_or_table_title,status,notes
outputs/aireadi_stream_windowed_smoke_mamba_clean/metrics/bias_diagnostic.csv,table_metric,0.0009,bias_diagnostic,Personalization,low,,tab:bias_diagnostic_generated,Bias and MAE under offset and personalization diagnostics.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba_clean/metrics/clinical_safety.json,table_metric,0.0006,clinical_safety_metrics,Clinical Safety,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba_clean/metrics/horizon_metrics.csv,table_metric,0.0018,horizon_metrics,Forecasting Results,high,,tab:horizon_metrics_generated,Forecast error by horizon on the held-out test split.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba_clean/metrics/overall_metrics.json,table_metric,0.0004,overall_forecast_metrics,Forecasting Results,high,,tab:overall_metrics_generated,Overall forecast-only metrics on the held-out test split.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba_clean/metrics/personalization_sweep.csv,table_metric,0.0004,personalization_sweep,Personalization,low,,tab:personalization_sweep_generated,Warm-up sweep; anchor counts differ by warm-up length.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba_clean/metrics/scenario_metrics.csv,table_metric,0.0011,scenario_metrics,Proxy Scenario Evaluation,low,,tab:scenario_metrics_generated,Forecast metrics by proxy scenario mode.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba_clean/metrics/subgroup_metrics.csv,table_metric,0.0020,subgroup_metrics,Subgroup Analysis,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba_clean/metrics/training_history.csv,table_metric,0.0002,full_training_history,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba_clean/metrics/training_summary.json,table_metric,0.0003,training_summary,Ablation and Runtime,medium,,tab:training_summary_generated,Training convergence summary.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba_clean/predictions/predictions.parquet,raw_data,0.0294,raw_predictions,Ignored,low,,,,ignored,raw prediction parquet is too large and not report-safe
outputs/aireadi_stream_windowed_smoke_mamba_clean/preprocessor.json,table_metric,0.0133,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_windowed_smoke_mamba_clean/schema_mapping.json,table_metric,0.0080,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
